repair_stage,scenario,checkpoint_or_policy,motion_mode,threat_class,history_valid_ratio_bin,active_only,samples,delta_norm_1s_mean,delta_norm_1s_median,delta_norm_1s_p95,delta_norm_1s_max,logvar_xy_1s_mean,logvar_xy_1s_median,logvar_xy_1s_min,logvar_xy_1s_max,delta_norm_2s_mean,delta_norm_2s_median,delta_norm_2s_p95,delta_norm_2s_max,logvar_xy_2s_mean,logvar_xy_2s_median,logvar_xy_2s_min,logvar_xy_2s_max,delta_norm_4s_mean,delta_norm_4s_median,delta_norm_4s_p95,delta_norm_4s_max,logvar_xy_4s_mean,logvar_xy_4s_median,logvar_xy_4s_min,logvar_xy_4s_max,projected_std_radial_mean,projected_std_radial_std,projected_std_relvel_mean,projected_std_relvel_std,z_norm_mean,z_norm_median,z_norm_p95,z_norm_max,nan_count,inf_count
before_fix,eval_flow_id,frozen_gpsi_wrapper,crossing_or_sudden_threat,high,0.25_0.5,1,20,17610.350341796875,19252.40625,20897.49130859375,21331.171875,-5.0,-5.0,-5.0,-5.0,49840.9052734375,59364.98828125,66011.1484375,67405.8671875,-5.0,-5.0,-5.0,-5.0,111569.29765625,129294.3984375,143588.5078125,145218.796875,-5.0,-5.0,-5.0,-5.0,0.0820849969983101,2.980232238769531e-09,0.08208499625325202,4.1483077129945324e-09,1000245.075,732915.28125,1832040.3625,1836490.875,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,crossing_or_sudden_threat,high,0.5_0.75,1,20,19083.191357421874,21319.255859375,22504.888671875,22724.09375,-5.0,-5.0,-5.0,-5.0,54336.81889648437,65495.32421875,71286.303515625,72063.9453125,-5.0,-5.0,-5.0,-5.0,119535.57734375,139938.5859375,149888.81640625,150838.59375,-5.0,-5.0,-5.0,-5.0,0.08208499662578106,3.226196034939731e-09,0.08208499737083912,2.660389404201079e-09,1030120.96875,762174.625,1855245.525,1859675.375,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,crossing_or_sudden_threat,high,0.75_1.0,1,20,19843.52607421875,22432.546875,23015.2203125,23096.111328125,-5.0,-5.0,-5.0,-5.0,56888.76088867187,68880.16015625,73728.390234375,73845.203125,-5.0,-5.0,-5.0,-5.0,123422.9330078125,144134.0078125,152952.8171875,153581.09375,-5.0,-5.0,-5.0,-5.0,0.082084995880723,3.5537004523610534e-09,0.08208499662578106,3.226196034939731e-09,1056194.496875,787588.15625,1878527.96875,1882949.625,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,crossing_or_sudden_threat,high,0_0.25,1,23,14820.3359444867,17111.33984375,23112.02734375,23218.7890625,-4.695741135141124,-5.0,-5.0,-2.4517111778259277,39436.58716579203,49831.87109375,71226.17421875,71527.2265625,-4.567095160484314,-5.0,-5.0,-1.5822703838348389,85856.62499465632,107202.2109375,146770.8671875,147127.6875,-4.43809059003125,-5.0,-5.0,-0.3377193510532379,0.10776442645684532,0.06849038293032378,0.1085725773287856,0.07131409607798472,881976.6301978567,706897.8125,1807023.9125,1812140.125,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,crossing_or_sudden_threat,high,1.0,1,29,17942.581122036638,21111.39453125,23082.51875,23218.263671875,-5.0,-5.0,-5.0,-5.0,49516.4291487069,68749.015625,71220.828125,71524.8671875,-5.0,-5.0,-5.0,-5.0,109612.14830280172,137897.515625,146995.278125,150757.0625,-5.0,-5.0,-5.0,-5.0,0.08208499566234391,4.110665156923492e-09,0.08208499463467762,3.723074841650765e-09,1248513.978448276,874321.9375,1941853.625,1950561.625,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,crossing_or_sudden_threat,low,0.25_0.5,1,10,12880.41826171875,12879.16357421875,12919.62353515625,12922.30859375,-5.0,-5.0,-5.0,-5.0,11602.39853515625,11598.45751953125,12330.076123046874,12387.12109375,-5.0,-5.0,-5.0,-5.0,28271.9728515625,28180.857421875,29079.00478515625,29098.181640625,-5.0,-5.0,-5.0,-5.0,0.0820849969983101,2.9802322387695314e-09,0.08208499774336815,2.2351741790771484e-09,1692964.0375,1690247.9375,1725532.025,1726053.125,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,crossing_or_sudden_threat,low,0.5_0.75,1,10,12905.8798828125,12901.0908203125,12931.845849609375,12934.646484375,-5.0,-5.0,-5.0,-5.0,12291.70146484375,12313.35107421875,12994.074951171875,13059.3798828125,-5.0,-5.0,-5.0,-5.0,28199.023828125,28221.2509765625,28980.5572265625,28995.380859375,-5.0,-5.0,-5.0,-5.0,0.08208499774336815,2.2351741790771484e-09,0.08208499625325202,3.4142849556772713e-09,1701094.0125,1700941.25,1729205.7875,1729616.75,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,crossing_or_sudden_threat,low,0.75_1.0,1,10,12839.0375,12843.98681640625,12881.410400390625,12882.0322265625,-5.0,-5.0,-5.0,-5.0,13044.5064453125,13004.859375,13770.652734375,13845.5302734375,-5.0,-5.0,-5.0,-5.0,28273.25234375,28228.7587890625,29165.27353515625,29209.421875,-5.0,-5.0,-5.0,-5.0,0.08208499476313591,3.725290298461914e-09,0.08208499625325202,3.4142849556772704e-09,1704743.4875,1704261.75,1734929.9125,1735664.875,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,crossing_or_sudden_threat,low,0_0.25,1,17,10598.859259707086,12649.3828125,13899.564062499998,17085.6640625,-4.497127378688139,-5.0,-5.0,-2.039266586303711,12496.759463955374,11746.4306640625,21667.334374999977,45471.41015625,-4.389484349419089,-5.0,-5.0,-1.449365258216858,28970.882859903224,27819.47265625,51369.66874999997,91658.171875,-4.254351563313428,-5.0,-5.0,-0.6325602531433105,0.13235444137278726,0.10891385321899799,0.1400491963414585,0.1260249902975951,1254153.4972100537,1562372.875,1775039.6,1793235.0,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,crossing_or_sudden_threat,low,1.0,1,8,12700.814575195312,12698.541015625,12813.501611328125,12829.2861328125,-5.0,-5.0,-5.0,-5.0,13584.028930664062,13594.9833984375,14221.310595703126,14251.6748046875,-5.0,-5.0,-5.0,-5.0,28457.05078125,28446.345703125,29414.19765625,29430.787109375,-5.0,-5.0,-5.0,-5.0,0.08208499755710363,2.4640479228129524e-09,0.08208499569445848,3.606996821432763e-09,1710573.828125,1710554.6875,1741651.45625,1742227.25,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,crossing_or_sudden_threat,medium,0.25_0.5,1,25,14280.724921875,12888.017578125,21519.750781249997,21938.703125,-5.0,-5.0,-5.0,-5.0,23636.9744921875,12387.216796875,69345.525,70652.3671875,-5.0,-5.0,-5.0,-5.0,53089.6890625,29029.92578125,149885.55937499998,151422.625,-5.0,-5.0,-5.0,-5.0,0.0820849969983101,3.650024149988857e-09,0.0820849958062172,3.5762786865234374e-09,1519947.78,1696461.125,1765281.4,1768761.5,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,crossing_or_sudden_threat,medium,0.5_0.75,1,25,14566.73625,12906.71484375,23010.550390624998,23285.03515625,-5.0,-5.0,-5.0,-5.0,25146.153203125,13059.3857421875,74147.328125,75108.5859375,-5.0,-5.0,-5.0,-5.0,54680.664453125,28935.626953125,155547.8125,156708.5,-5.0,-5.0,-5.0,-5.0,0.08208499729633331,3.449868232843347e-09,0.08208499640226365,3.95372484964776e-09,1532396.045,1701581.375,1780713.4,1784679.125,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,crossing_or_sudden_threat,medium,0.75_1.0,1,25,14623.5740234375,12838.337890625,23694.35703125,23724.63671875,-5.0,-5.0,-5.0,-5.0,26300.6628125,13845.5498046875,76889.0234375,77202.1953125,-5.0,-5.0,-5.0,-5.0,55966.815859375,29209.763671875,158814.421875,159172.640625,-5.0,-5.0,-5.0,-5.0,0.08208499670028686,3.1820172822568746e-09,0.08208499640226365,3.345302391148157e-09,1541636.5075,1704145.25,1797593.575,1801599.25,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,crossing_or_sudden_threat,medium,0_0.25,1,27,13917.44361255787,12761.6201171875,19650.4076171875,19995.96484375,-5.0,-5.0,-5.0,-5.0,23226.67498553241,14640.072265625,62947.52421875,64381.09375,-5.0,-5.0,-5.0,-5.0,52568.203776041664,29424.984375,140827.9640625,143808.078125,-5.0,-5.0,-5.0,-5.0,0.08208499710868906,2.894161057058726e-09,0.08208499517705706,4.221183983478931e-09,1421313.0625,1620839.5,1767593.7125,1789867.875,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,crossing_or_sudden_threat,medium,1.0,1,42,12754.8935546875,11859.6171875,23059.42348632808,23681.81640625,-5.0,-5.0,-5.0,-5.0,19285.138137090773,14792.259765625,74243.59609374974,77523.8359375,-5.0,-5.0,-5.0,-5.0,41995.763392857145,30086.119140625,153667.31699218703,159439.75,-5.0,-5.0,-5.0,-5.0,0.0820849956501098,3.618157700124798e-09,0.08208499760145233,2.4128298157622845e-09,1681094.9761904762,1731634.8125,1834820.36875,1844735.5,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,linear,high,0.25_0.5,1,20,15678.004833984374,15392.2060546875,20076.7435546875,20076.9921875,-5.0,-5.0,-5.0,-5.0,36876.94487304687,35649.29150390625,61831.1544921875,61831.56640625,-5.0,-5.0,-5.0,-5.0,79088.77451171874,76956.5966796875,133939.5921875,133940.453125,-5.0,-5.0,-5.0,-5.0,0.0820849969983101,2.980232238769531e-09,0.08208499662578106,3.226196034939731e-09,1226677.865625,1231622.6875,1740881.19375,1741314.75,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,linear,high,0.5_0.75,1,20,16531.099609375,16246.28466796875,21932.937890625,21933.2421875,-5.0,-5.0,-5.0,-5.0,40090.82651367188,39056.91064453125,67334.0859375,67334.828125,-5.0,-5.0,-5.0,-5.0,85203.67119140625,84406.5400390625,142185.4671875,142186.03125,-5.0,-5.0,-5.0,-5.0,0.08208499662578106,3.226196034939731e-09,0.08208499811589717,1.6238163946347957e-09,1249986.540625,1252853.875,1754606.69375,1754686.375,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,linear,high,0.75_1.0,1,20,16883.7404296875,16934.29638671875,22653.2595703125,22653.515625,-5.0,-5.0,-5.0,-5.0,42611.62465820312,43209.623046875,69660.937890625,69661.5390625,-5.0,-5.0,-5.0,-5.0,88234.0615234375,88763.50390625,145016.68125,145017.15625,-5.0,-5.0,-5.0,-5.0,0.08208499439060687,3.7066170465447757e-09,0.08208499811589717,1.6238163946347957e-09,1229849.578125,1165053.875,1766005.64375,1768761.0,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,linear,high,0_0.25,1,16,12701.358908225782,12511.59619140625,17955.59423828125,17955.75390625,-4.721499532461166,-5.0,-5.0,-2.6481218338012695,25616.393839943223,14249.06103515625,54589.451171875,54589.703125,-4.554774224758148,-5.0,-5.0,-1.357816219329834,53675.01568582468,28811.380859375,119816.779296875,119817.4296875,-4.410471826791763,-5.0,-5.0,-0.2600708603858948,0.10052496660500765,0.048787731174456214,0.10759496502578259,0.06883394549733256,1105554.954058826,1200295.25,1728019.0,1728724.75,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,linear,high,1.0,1,36,15524.29576280382,11402.52099609375,23049.01220703125,23218.568359375,-5.0,-5.0,-5.0,-5.0,38489.212646484375,20234.8330078125,72177.44921875,77697.5,-5.0,-5.0,-5.0,-5.0,77551.41753472222,36096.962890625,146882.54296875,151998.953125,-5.0,-5.0,-5.0,-5.0,0.08208499538401763,3.6731857701512775e-09,0.08208499683274163,3.0975022140260715e-09,1347950.0972222222,1590842.0,1785502.5,1791437.625,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,linear,low,0.25_0.5,1,5,12846.0765625,12866.5234375,12885.410546875,12886.5625,-5.0,-5.0,-5.0,-5.0,11723.989453125,11749.9072265625,11991.58125,12017.33984375,-5.0,-5.0,-5.0,-5.0,28381.436328125,28642.095703125,28703.475,28706.177734375,-5.0,-5.0,-5.0,-5.0,0.08208499848842621,0.0,0.08208499252796173,5.575503985246928e-09,1671140.9,1676608.125,1683453.05,1683905.0,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,linear,low,0.5_0.75,1,5,12903.8412109375,12904.669921875,12912.32265625,12912.658203125,-5.0,-5.0,-5.0,-5.0,12412.407421875,12409.5322265625,12656.80078125,12684.8037109375,-5.0,-5.0,-5.0,-5.0,28586.595703125,28579.8359375,28651.683984375,28659.861328125,-5.0,-5.0,-5.0,-5.0,0.08208499550819397,3.6500241499888573e-09,0.08208499401807785,3.6500241499888573e-09,1686269.975,1686354.5,1687232.525,1687327.25,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,linear,low,0.75_1.0,1,5,12867.441015625,12864.1923828125,12893.4369140625,12896.6328125,-5.0,-5.0,-5.0,-5.0,13149.1646484375,13143.998046875,13438.8671875,13472.6552734375,-5.0,-5.0,-5.0,-5.0,28612.79609375,28590.40625,28713.232421875,28729.865234375,-5.0,-5.0,-5.0,-5.0,0.08208499401807785,3.6500241499888573e-09,0.0820849969983101,2.980232238769531e-09,1689073.625,1688939.75,1690365.175,1690502.875,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,linear,low,0_0.25,1,16,10227.95607223967,11665.84326171875,14642.36669921875,19511.93359375,-4.585000574588776,-5.0,-5.0,-2.5535879135131836,14292.325620839838,14436.36328125,27044.5126953125,60975.86328125,-4.327386625111103,-5.0,-5.0,-1.2905168533325195,33727.03779044654,29502.4169921875,72068.662109375,134796.40625,-4.118334107100964,-5.0,-5.0,-0.19810158014297485,0.11363988602533937,0.06629623236149361,0.11185076646506786,0.062076916507574804,1299847.7878254056,1565168.9375,1915350.75,1919554.125,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,linear,low,1.0,1,2,12818.80126953125,12818.80126953125,12837.301806640626,12839.357421875,-5.0,-5.0,-5.0,-5.0,13683.84423828125,13683.84423828125,13725.010888671875,13729.5849609375,-5.0,-5.0,-5.0,-5.0,28837.3486328125,28837.3486328125,28851.22919921875,28852.771484375,-5.0,-5.0,-5.0,-5.0,0.08208499848842621,0.0,0.08208499476313591,3.725290298461914e-09,1691961.625,1691961.625,1692649.0,1692725.375,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,linear,medium,0.25_0.5,1,10,15364.8712890625,14975.49267578125,19879.5373046875,20077.029296875,-5.0,-5.0,-5.0,-5.0,38010.8884765625,36693.9228515625,61252.29140625,61831.58203125,-5.0,-5.0,-5.0,-5.0,91715.26953125,89258.87890625,132856.37578125,133940.390625,-5.0,-5.0,-5.0,-5.0,0.08208499625325202,3.4142849556772704e-09,0.08208499625325202,3.4142849556772713e-09,1305226.66875,1307930.34375,1901415.48125,1904307.125,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,linear,medium,0.5_0.75,1,10,16301.5140625,15939.4345703125,21809.69560546875,21933.298828125,-5.0,-5.0,-5.0,-5.0,41250.4994140625,40212.1953125,66964.378515625,67334.8515625,-5.0,-5.0,-5.0,-5.0,97769.896875,96435.609375,141712.99609375,142186.09375,-5.0,-5.0,-5.0,-5.0,0.08208499476313591,3.725290298461914e-09,0.08208499774336815,2.2351741790771484e-09,1337676.88125,1336567.96875,1935012.3125,1938013.25,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,linear,medium,0.75_1.0,1,7,19239.12667410714,22303.583984375,22626.530859375,22653.580078125,-5.0,-5.0,-5.0,-5.0,54188.407924107145,68467.71875,69555.36796875,69661.6171875,-5.0,-5.0,-5.0,-5.0,119190.13839285714,143633.53125,144899.646875,145017.171875,-5.0,-5.0,-5.0,-5.0,0.0820849963596889,3.3658292252766017e-09,0.08208499848842621,0.0,1111978.044642857,782953.75,1948775.4625,1950644.875,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,linear,medium,0_0.25,1,18,10247.604988097524,11785.07470703125,18129.605859375,19114.689453125,-4.368322041299608,-5.0,-5.0,-2.5839664936065674,20352.493906871518,15505.29443359375,55347.43398437499,59641.109375,-3.9968928363588123,-5.0,-5.0,-1.2892942428588867,47599.61363377349,40737.8271484375,121664.05312499998,132128.5625,-3.6918323834737143,-5.0,-5.0,-0.16750603914260864,0.1293435568610827,0.07662817962872365,0.13126728187004724,0.08011751773349578,971483.4785133997,697704.125,1874337.24375,1878293.25,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,linear,medium,1.0,1,7,22945.66964285714,22931.1953125,23189.4705078125,23218.607421875,-5.0,-5.0,-5.0,-5.0,70733.9375,70712.1796875,71443.81796875,71525.9453125,-5.0,-5.0,-5.0,-5.0,146202.60267857142,146164.546875,147028.5390625,147125.96875,-5.0,-5.0,-5.0,-5.0,0.08208499529532023,3.687081182788264e-09,0.08208499316658292,3.3658292252766012e-09,805289.3392857143,805224.5,817574.4125,818951.9375,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,sinusoidal_lateral,high,0.25_0.5,1,52,15161.427490234375,12887.17724609375,20421.27568359375,20874.98828125,-5.0,-5.0,-5.0,-5.0,32130.1630859375,14979.5341796875,64473.241796875,65939.2265625,-5.0,-5.0,-5.0,-5.0,71838.35768479567,32358.7734375,141755.4734375,143504.234375,-5.0,-5.0,-5.0,-5.0,0.08208499590937908,4.355346971283356e-09,0.08208499691234185,3.042811467899053e-09,1338748.546875,1671758.8125,1782293.3375,1831424.125,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,sinusoidal_lateral,high,0.5_0.75,1,50,16111.41599609375,12911.6669921875,22249.83369140625,22493.0390625,-5.0,-5.0,-5.0,-5.0,35471.82095703125,15079.052734375,70415.92734375,71244.78125,-5.0,-5.0,-5.0,-5.0,76674.6502734375,33701.642578125,148796.13046875,149839.40625,-5.0,-5.0,-5.0,-5.0,0.0820849971473217,3.2270562392037675e-09,0.08208499625325202,3.414284955677271e-09,1337878.5,1674835.125,1792009.1625,1798288.5,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,sinusoidal_lateral,high,0.75_1.0,1,50,16270.32705078125,12857.99267578125,23010.45009765625,23095.48828125,-5.0,-5.0,-5.0,-5.0,37565.31423828125,15477.1845703125,73424.070703125,73843.4296875,-5.0,-5.0,-5.0,-5.0,79258.076796875,36114.3828125,152416.159375,152918.765625,-5.0,-5.0,-5.0,-5.0,0.0820849959552288,3.5294053799888523e-09,0.08208499670028686,3.182017282256875e-09,1326916.17,1538669.6875,1808437.24375,1815912.375,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,sinusoidal_lateral,high,0_0.25,1,48,12999.265823080359,12699.06201171875,18666.60126953125,18934.41015625,-4.818385437130928,-5.0,-5.0,-2.5353801250457764,24563.143255380604,14688.89794921875,57177.2951171875,59187.984375,-4.707839533686638,-5.0,-5.0,-1.2317934036254883,54963.32204357224,30592.078125,125655.914453125,132429.71875,-4.6151451747864485,-5.0,-5.0,-0.19155949354171753,0.09461001865565777,0.04283600898559677,0.0975210724088053,0.05198377761155481,1223592.4386772115,1577930.5625,1900074.23125,1931342.625,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,sinusoidal_lateral,high,1.0,1,81,14274.089650848766,11466.748046875,23138.40625,23163.90234375,-5.0,-5.0,-5.0,-5.0,31577.353407118055,16108.8349609375,74753.078125,79612.6015625,-5.0,-5.0,-5.0,-5.0,68071.85353973765,41382.84375,153852.03125,158241.375,-5.0,-5.0,-5.0,-5.0,0.08208499683274163,3.3113691541883683e-09,0.0820849957289519,3.597914292416445e-09,1501375.2824074074,1739050.375,1884663.125,1904193.75,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,sinusoidal_lateral,low,0.25_0.5,1,10,12515.8244140625,12546.91796875,12883.98173828125,12886.5859375,-5.0,-5.0,-5.0,-5.0,12894.23642578125,12921.009765625,14248.585546875,14301.8701171875,-5.0,-5.0,-5.0,-5.0,28306.4287109375,28347.8544921875,28699.78935546875,28705.830078125,-5.0,-5.0,-5.0,-5.0,0.0820849969983101,2.9802322387695314e-09,0.0820849969983101,2.9802322387695314e-09,1714323.85,1718127.8125,1761404.93125,1762517.5,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,sinusoidal_lateral,low,0.5_0.75,1,10,12340.25810546875,12417.90185546875,12911.72314453125,12912.45703125,-5.0,-5.0,-5.0,-5.0,13487.64033203125,13547.52099609375,14661.1455078125,14677.677734375,-5.0,-5.0,-5.0,-5.0,28824.2076171875,28639.35546875,29532.50439453125,29743.490234375,-5.0,-5.0,-5.0,-5.0,0.08208499625325202,3.4142849556772713e-09,0.08208499625325202,4.770699320310987e-09,1728325.1625,1726185.9375,1774519.8875,1775722.625,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,sinusoidal_lateral,low,0.75_1.0,1,10,12177.93408203125,12217.35107421875,12889.2625,12896.423828125,-5.0,-5.0,-5.0,-5.0,13971.742578125,14094.1279296875,14855.677783203126,14873.515625,-5.0,-5.0,-5.0,-5.0,29866.7966796875,29471.6240234375,31796.966796875,31983.962890625,-5.0,-5.0,-5.0,-5.0,0.08208499625325202,3.4142849556772704e-09,0.08208499774336815,2.2351741790771484e-09,1736486.6625,1734450.625,1788267.25625,1789571.75,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,sinusoidal_lateral,low,0_0.25,1,20,9180.278788562213,12429.12353515625,17428.957910156252,18343.83203125,-4.282628524303436,-5.0,-5.0,-2.225343704223633,13198.382613497972,13349.0146484375,47090.188281250004,54396.07421875,-3.8875187397003175,-5.0,-5.0,-1.0428271293640137,29374.91554963477,27645.345703125,96030.50859375001,116812.21875,-3.562558201700449,-5.0,-5.0,-0.04154837131500244,0.13759959451854228,0.08770610257771703,0.14059487618505956,0.09139086015261827,1056415.9411992072,1448318.9375,1778257.96875,1925882.625,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,sinusoidal_lateral,low,1.0,1,31,11139.878370715725,10984.9541015625,12065.6123046875,12839.408203125,-5.0,-5.0,-5.0,-5.0,15300.318863407258,15506.81640625,15645.24072265625,15652.4462890625,-5.0,-5.0,-5.0,-5.0,40553.348664314515,40407.59375,49988.5859375,50546.65234375,-5.0,-5.0,-5.0,-5.0,0.0820849958446718,4.036016912168713e-09,0.08208499608501311,4.392397711954065e-09,1835652.9233870967,1837089.0,1901752.9375,1909076.25,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,sinusoidal_lateral,medium,0.25_0.5,1,50,13396.8251171875,12868.615234375,21953.91396484375,22481.84375,-5.0,-5.0,-5.0,-5.0,18198.48466796875,11734.85400390625,68857.84999999999,70706.3359375,-5.0,-5.0,-5.0,-5.0,41596.01015625,28324.98828125,145768.321875,148120.328125,-5.0,-5.0,-5.0,-5.0,0.08208499640226365,3.3453023911481574e-09,0.08208499744534492,2.585254843964796e-09,1627757.91625,1717957.25,1794171.71875,1801600.5,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,sinusoidal_lateral,medium,0.5_0.75,1,50,13492.5426171875,12907.24462890625,22748.1005859375,22947.203125,-5.0,-5.0,-5.0,-5.0,19070.20830078125,12416.10888671875,71854.2875,72691.3515625,-5.0,-5.0,-5.0,-5.0,42956.633046875,28390.08203125,149452.73046875,150329.453125,-5.0,-5.0,-5.0,-5.0,0.0820849959552288,3.5294053799888523e-09,0.08208499848842621,2.580956827951785e-09,1642421.7825,1727445.0625,1812015.23125,1820260.75,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,sinusoidal_lateral,medium,0.75_1.0,1,49,13236.500099649234,12835.279296875,22983.075390625,23077.8203125,-5.0,-5.0,-5.0,-5.0,18682.218112244896,13233.892578125,72931.809375,73332.6796875,-5.0,-5.0,-5.0,-5.0,42004.12874681123,28559.0390625,150592.471875,151023.359375,-5.0,-5.0,-5.0,-5.0,0.08208499742405755,2.607160107134898e-09,0.08208499651174156,3.617447630899998e-09,1666330.5025510204,1731097.625,1835920.675,1844733.75,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,sinusoidal_lateral,medium,0_0.25,1,57,11784.27473475356,12573.5380859375,22982.60859375,23077.998046875,-4.640112019421761,-5.0,-5.0,-2.4047157764434814,19369.765159775878,13554.91796875,72882.5078125,73333.3515625,-4.4249793500231025,-5.0,-5.0,-1.0975396633148193,43197.219359214694,28240.578125,150541.303125,151023.765625,-4.2574693458644965,-5.0,-5.0,-0.09138825535774231,0.10945464095525574,0.06520675641902207,0.10976494966368926,0.0656234309950104,1245260.837319123,1562469.625,1778672.425,1840036.0,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,sinusoidal_lateral,medium,1.0,1,111,11558.114539344031,11538.34375,12660.59033203125,12798.08203125,-5.0,-5.0,-5.0,-5.0,15249.320743595157,15082.408203125,18534.7353515625,19684.1328125,-5.0,-5.0,-5.0,-5.0,34452.704620636265,29740.087890625,53994.53515625,55595.38671875,-5.0,-5.0,-5.0,-5.0,0.08208499681036752,3.2690719607407764e-09,0.08208499573640995,3.7323888289117175e-09,1731971.1002252253,1749829.75,1889997.8125,1917745.75,0,0
before_fix,eval_flow_mixed_ood,frozen_gpsi_wrapper,accel_decel,high,0.25_0.5,1,65,15777.522295673078,12927.5888671875,20252.808984375,20622.9765625,-5.0,-5.0,-5.0,-5.0,35363.00001502404,14756.2109375,63638.57578125,65675.1171875,-5.0,-5.0,-5.0,-5.0,78521.50435697116,31399.935546875,141273.425,144550.140625,-5.0,-5.0,-5.0,-5.0,0.08208499619593987,3.678708474425447e-09,0.08208499562281829,3.853150586433505e-09,1254549.576923077,1654469.375,1809642.175,1818915.25,0,0
before_fix,eval_flow_mixed_ood,frozen_gpsi_wrapper,accel_decel,high,0.5_0.75,1,63,16486.648701016864,12909.8017578125,22090.6990234375,22434.982421875,-5.0,-5.0,-5.0,-5.0,38709.37309337797,16385.9140625,69901.5421875,71633.546875,-5.0,-5.0,-5.0,-5.0,82979.95386904762,33511.078125,149163.05,151502.3125,-5.0,-5.0,-5.0,-5.0,0.0820849963596889,3.365829225276601e-09,0.0820849963596889,3.3658292252766004e-09,1260105.427579365,1527533.5,1824442.4625,1835335.5,0,0
before_fix,eval_flow_mixed_ood,frozen_gpsi_wrapper,accel_decel,high,0.75_1.0,1,41,15006.771532012195,12220.578125,22779.78125,23067.9296875,-5.0,-5.0,-5.0,-5.0,32843.28572789634,16033.0888671875,72904.0078125,73923.2265625,-5.0,-5.0,-5.0,-5.0,68732.79044397867,32965.87109375,153529.625,154238.15625,-5.0,-5.0,-5.0,-5.0,0.08208499685293291,3.0839157446995633e-09,0.08208499739809734,3.105257976824747e-09,1387492.705792683,1590417.625,1810726.625,1843182.0,0,0
before_fix,eval_flow_mixed_ood,frozen_gpsi_wrapper,accel_decel,high,0_0.25,1,55,12411.969001895053,12712.7412109375,18345.34609375,19046.046875,-4.66146485155279,-5.0,-5.0,-2.4298765659332275,23630.759714429758,14115.7978515625,56209.7109375,58818.8046875,-4.46148260940205,-5.0,-5.0,-1.0711671113967896,51020.26350370185,29070.474609375,124034.29296875,128674.4921875,-4.299670526385308,-5.0,-5.0,0.05012547969818115,0.10728167715397748,0.06185588621449573,0.11132156307047064,0.07303356001280358,1089870.373579372,1354424.5,1797464.375,1804698.625,0,0
before_fix,eval_flow_mixed_ood,frozen_gpsi_wrapper,accel_decel,high,1.0,1,26,13725.577786959135,11645.2001953125,22887.943359375,22938.240234375,-5.0,-5.0,-5.0,-5.0,28004.59821965144,15367.7197265625,72102.205078125,72335.71875,-5.0,-5.0,-5.0,-5.0,57668.19298377404,32791.32421875,149251.10546875,149508.234375,-5.0,-5.0,-5.0,-5.0,0.08208499533625749,4.221304065521015e-09,0.08208499676906146,3.1391161995734513e-09,1439807.1778846155,1563141.9375,1757466.5,1764221.125,0,0
