method_key,method,base_policy,shield_enabled,shield_config_name,eval_seed,scenario,steps,shield_trigger_rate,filter_delta_norm_mean,filter_delta_norm_p95,raw_action_unsafe_rate,filtered_action_unsafe_rate,raw_min_predicted_cpa,filtered_min_predicted_cpa,raw_ttc_min,filtered_ttc_min,a_raw_norm,a_exec_norm
p3_no_shield,P3_checkpoint_1500k_no_shield,p3_1500k,0,none,1001,eval_flow_mixed_ood,5701,0.0,0.0,0.0,0.3145062269777232,0.3145062269777232,2.5550749109516833,2.5550749109516833,0.0,0.0,1.5333529961849384,1.5333529961849384
p3_no_shield,P3_checkpoint_1500k_no_shield,p3_1500k,0,none,1001,eval_flow_sudden_threat,5726,0.0,0.0,0.0,0.31156129933636045,0.31156129933636045,2.5683305833049226,2.5683305833049226,0.0,0.0,1.5307751061759793,1.5307751061759793
p3_no_shield,P3_checkpoint_1500k_no_shield,p3_1500k,0,none,1002,eval_flow_high_density,5617,0.0,0.0,0.0,0.3697703400391668,0.3697703400391668,2.2885639406018794,2.2885639406018794,0.0,0.0,1.5511766017565678,1.5511766017565678
p3_no_shield,P3_checkpoint_1500k_no_shield,p3_1500k,0,none,1002,eval_flow_high_speed,5864,0.0,0.0,0.0,0.24334924965893587,0.24334924965893587,3.0267441257789014,3.0267441257789014,0.0,0.0,1.5504527714047556,1.5504527714047556
p3_no_shield,P3_checkpoint_1500k_no_shield,p3_1500k,0,none,1002,eval_flow_high_threat,6027,0.0,0.0,0.0,0.3069520491123279,0.3069520491123279,2.745747339362461,2.745747339362461,0.0,0.0,1.514068119646958,1.514068119646958
p3_no_shield,P3_checkpoint_1500k_no_shield,p3_1500k,0,none,1002,eval_flow_id,5613,0.0,0.0,0.0,0.32246570461428825,0.32246570461428825,2.77431554768617,2.77431554768617,0.0,0.0,1.5444287064505329,1.5444287064505329
p3_no_shield,P3_checkpoint_1500k_no_shield,p3_1500k,0,none,1002,eval_flow_mixed_ood,5680,0.0,0.0,0.0,0.311443661971831,0.311443661971831,2.565499391161673,2.565499391161673,0.0,0.0,1.5334739886014395,1.5334739886014395
p3_no_shield,P3_checkpoint_1500k_no_shield,p3_1500k,0,none,1002,eval_flow_sudden_threat,5718,0.0,0.0,0.0,0.3104232249038125,0.3104232249038125,2.5632295235366036,2.5632295235366036,0.0,0.0,1.5304883700040055,1.5304883700040055
p3_ordinary_vo,P3_checkpoint_1500k_plus_ordinary_vo,p3_1500k,1,vo_like_filter_h45_cpa1p2_h16,1000,eval_flow_high_density,8845,0.47687959299039007,0.3350343992132346,1.1563064813613881,0.45765969474279256,0.0041831543244771055,1.9010380642066347,2.6890544704124206,0.0,0.0,1.4843666158806073,1.385788580534349
p3_ordinary_vo,P3_checkpoint_1500k_plus_ordinary_vo,p3_1500k,1,vo_like_filter_h45_cpa1p2_h16,1000,eval_flow_high_speed,9260,0.3415766738660907,0.2392824499857799,1.1052675664424885,0.33218142548596113,0.0064794816414686825,2.5096673023788587,2.9652278107281203,0.0,0.0,1.487465401083939,1.4223168705761047
p3_ordinary_vo,P3_checkpoint_1500k_plus_ordinary_vo,p3_1500k,1,vo_like_filter_h45_cpa1p2_h16,1000,eval_flow_high_threat,7750,0.3749677419354839,0.25056262651061817,1.012514728307723,0.35935483870967744,0.00464516129032258,2.4932270404119152,3.2083763198304562,0.0,0.0,1.4853992190745569,1.4138878799946077
p3_ordinary_vo,P3_checkpoint_1500k_plus_ordinary_vo,p3_1500k,1,vo_like_filter_h45_cpa1p2_h16,1000,eval_flow_id,7673,0.39619444806464227,0.26415192205728333,1.019752025604248,0.3767757070246318,0.0020852339371823275,2.4003196895649395,3.1066292781364835,0.0,0.0,1.4929409130803768,1.4139697679240686
