split,horizon_sec,direction,bin,std_low,std_high,count,mean_predicted_std,mean_abs_projected_error,pct_abs_z_lt_1,pct_abs_z_lt_2
test,1.0,rel_velocity_xy,2,0.08208499848842621,0.11230000406503682,18949,0.08432552963495255,0.020008638501167297,0.9670167291149929,0.9920840149875982
test,1.0,rel_velocity_xy,3,0.11230000406503682,0.1972608745098114,8781,0.1548803448677063,0.11677256226539612,0.7288463728504726,0.9297346543673841
test,1.0,rel_velocity_xy,4,0.1972608745098114,0.6786115765571594,8782,0.26547953486442566,0.19178663194179535,0.778296515600091,0.931564563880665
test,1.0,error_direction_diag_only,0,0.08208498358726501,0.08208499848842621,7049,0.08208498358726501,0.020451605319976807,0.9832600368846645,0.996453397645056
test,1.0,error_direction_diag_only,2,0.08208499848842621,0.10983639359474189,19296,0.08404964953660965,0.02928955852985382,0.9358416252072969,0.9854892205638475
test,1.0,error_direction_diag_only,3,0.10983639359474189,0.19432486891746512,8781,0.1518077254295349,0.16206304728984833,0.5648559389591162,0.8619747181414418
test,1.0,error_direction_diag_only,4,0.19432486891746512,0.6623737812042236,8782,0.2640322148799896,0.24451589584350586,0.6643133682532453,0.8941015713960373
test,2.0,x_axis,2,0.08208499848842621,0.09320336729288103,24317,0.08252078294754028,0.03171166405081749,0.9114199942427108,0.9829748735452564
test,2.0,x_axis,3,0.09320336729288103,0.27216423749923707,8105,0.1664244383573532,0.1299460381269455,0.7207896360271437,0.9293028994447872
test,2.0,x_axis,4,0.27216423749923707,1.0029432773590088,8106,0.3798910677433014,0.30489057302474976,0.6949173451764126,0.9306686405132001
test,2.0,y_axis,2,0.08208499848842621,0.22641621828079228,24317,0.09134970605373383,0.021547893062233925,0.9844141958300777,0.9948184397746432
test,2.0,y_axis,3,0.22641621828079228,0.43927482962608344,8105,0.33083057403564453,0.26833879947662354,0.704996915484269,0.9242442936458976
test,2.0,y_axis,4,0.43927482962608344,1.4465551376342773,8106,0.650161862373352,0.5016511082649231,0.7244016777695534,0.9278312361213915
test,2.0,radial_xy,0,0.08208498358726501,0.08208499848842621,5253,0.08208499103784561,0.026582811027765274,0.9392727964972397,0.9948600799543118
test,2.0,radial_xy,2,0.08208499848842621,0.158949699997902,19064,0.09142531454563141,0.04245394840836525,0.8855434326479228,0.9751888375996642
test,2.0,radial_xy,3,0.158949699997902,0.29995188713073734,8105,0.23239457607269287,0.18919512629508972,0.7040098704503392,0.9211597779148674
test,2.0,radial_xy,4,0.29995188713073734,0.8325674533843994,8106,0.3984892964363098,0.32312989234924316,0.6855415741426104,0.9321490254132742
test,2.0,rel_velocity_xy,0,0.08208498358726501,0.08208499848842621,5276,0.08208499103784561,0.016446787863969803,0.984647460197119,0.9988627748294162
test,2.0,rel_velocity_xy,2,0.08208499848842621,0.23716759085655226,19041,0.10081252455711365,0.04163872450590134,0.9324615303818077,0.9868704374770233
test,2.0,rel_velocity_xy,3,0.23716759085655226,0.4389652967453004,8105,0.33445608615875244,0.26925545930862427,0.7080814312152992,0.9279457125231338
test,2.0,rel_velocity_xy,4,0.4389652967453004,1.4414852857589722,8106,0.6479188799858093,0.5008087158203125,0.7224278312361214,0.9272144090796941
test,2.0,error_direction_diag_only,0,0.08208498358726501,0.08208499848842621,5033,0.08208499848842621,0.032935064285993576,0.9179415855354659,0.9918537651500099
test,2.0,error_direction_diag_only,2,0.08208499848842621,0.24590204954147374,19284,0.10716810077428818,0.07026670128107071,0.8422526446795271,0.9650487450736361
test,2.0,error_direction_diag_only,3,0.24590204954147374,0.42727924585342414,8105,0.3325197100639343,0.3884657919406891,0.5120296113510179,0.8488587291795188
test,2.0,error_direction_diag_only,4,0.42727924585342414,1.4406932592391968,8106,0.6280871629714966,0.581977128982544,0.6278065630397237,0.8945225758697262
test,4.0,x_axis,1,0.08208499848842621,0.09434158354997635,13556,0.08299744129180908,0.034556545317173004,0.8965033933313662,0.9820005901445854
test,4.0,x_axis,2,0.09434158354997635,0.1867837727069855,6777,0.1346827745437622,0.11683690547943115,0.7000147557916482,0.9068909546997196
test,4.0,x_axis,3,0.1867837727069855,0.45808932185173046,6778,0.29336997866630554,0.22908218204975128,0.7134848037769254,0.9154617881380939
test,4.0,x_axis,4,0.45808932185173046,1.2681177854537964,6778,0.6619360446929932,0.5310730934143066,0.7028622012393037,0.9442313366774859
test,4.0,y_axis,2,0.08208499848842621,0.3792741179466248,20333,0.10153824836015701,0.03155171126127243,0.9857374711060837,0.9931638223577436
test,4.0,y_axis,3,0.3792741179466248,0.8695624113082887,6778,0.6268671154975891,0.5497727990150452,0.6823546768958395,0.9012983180879316
test,4.0,y_axis,4,0.8695624113082887,3.1224567890167236,6778,1.362581729888916,1.033288598060608,0.714812629094128,0.9263794629684272
test,4.0,radial_xy,0,0.08208498358726501,0.08208499848842621,2708,0.08208499103784561,0.03141501173377037,0.9039881831610044,0.9881831610044313
test,4.0,radial_xy,1,0.08208499848842621,0.09904198795557023,10848,0.08457329124212265,0.036408573389053345,0.8905789085545722,0.983683628318584
test,4.0,radial_xy,2,0.09904198795557023,0.26572359800338746,6777,0.1601557433605194,0.14260900020599365,0.6786188579017264,0.9048251438689686
test,4.0,radial_xy,3,0.26572359800338746,0.5701841592788697,6778,0.41731271147727966,0.32716038823127747,0.7081735025081145,0.9263794629684272
test,4.0,radial_xy,4,0.5701841592788697,1.926432490348816,6778,0.7504587173461914,0.5974242091178894,0.7009442313366775,0.9300678666273237
test,4.0,rel_velocity_xy,0,0.08208498358726501,0.08208499848842621,2835,0.08208499103784561,0.01985088549554348,0.9742504409171076,0.999647266313933
test,4.0,rel_velocity_xy,1,0.08208499848842621,0.09411289542913437,10721,0.08392124623060226,0.02882053703069687,0.9446879955228057,0.9969219289245406
test,4.0,rel_velocity_xy,2,0.09411289542913437,0.393118566274643,6777,0.17427890002727509,0.11446817964315414,0.7917957798435886,0.9530765825586542
test,4.0,rel_velocity_xy,3,0.393118566274643,0.8622056007385257,6778,0.623855710029602,0.5376412272453308,0.6915019179699027,0.9141339628208911
test,4.0,rel_velocity_xy,4,0.8622056007385257,3.115995168685913,6778,1.3544152975082397,1.0378433465957642,0.7099439362643848,0.9232812038949543
test,4.0,error_direction_diag_only,0,0.08208498358726501,0.08208499848842621,2579,0.08208499103784561,0.04144421964883804,0.8770841411399767,0.9767351686700272
test,4.0,error_direction_diag_only,1,0.08208499848842621,0.10971325039863587,10977,0.08652588725090027,0.04696666821837425,0.8636239409674774,0.9804135920561173
test,4.0,error_direction_diag_only,2,0.10971325039863587,0.4032845377922059,6777,0.2149488925933838,0.21822042763233185,0.6371550833702229,0.883576803895529
